raw_comp_writers_text,CLEAN_TEXT
IRWIN TYLER DENZEL MR/LONDON WILKES III (MR)/OTEY JORDAN,IRWIN/TYLER/DENZEL/MR/LONDON/WILKES/III/(MR)/OTEY/JORDAN
Hector Manuel Hernandez Olmedo,Hector Manuel Hernandez Olmedo
Ajay-Atul/Guru Thakur,
"<Unknown>/Patrick, Ray",Patrick/Ray
KIm Waters,KIm Waters
"De Ângelo,Maraisa,Lari Ferreira",De Ângelo/Maraisa/Lari Ferreira
Jerry Leiber/Mike Stoller,Jerry Leiber/Mike Stoller
NLCC/Etxrnxtx/Etx rnxtx,NLCC/Etxrnxtx/Etx rnxtx
Jamie Walters,
Klayton,Klayton
Lizzy Land/Quentin Beauvois/ASCAP / Ultra Publishing/SOCAN / Ultra Publishing,Lizzy Land/Quentin Beauvois
Sandro Domingues,Sandro Domingues
Wim Mertens,Wim Mertens
Roger Glover/Ian Gillan/Ritchie Blackmore,Roger Glover/Ian Gillan/Ritchie Blackmore
Bruce Roberts/Andrew Goldmark,
"KIM KWAN YOUNG,KYU HOON RLEE,WEN JUNHUI",KIM KWAN YOUNG/KYU HOON RLEE/WEN JUNHUI
Simon Le Bon/Andy Taylor/Nick Rhodes/Roger Taylor/John Taylor,
Chris Spizale/Candy Stoddard/Zackary Brooks/Justin Schramer,Chris Spizale/Candy Stoddard/Zackary Brooks/Justin Schramer
Kalani Maglinti & Juan Martinez,Kalani Maglinti/Juan Martinez
Richard Strauss,Richard Strauss
Phil Collins,Phil Collins
Felipe Saldivia/Canardo,Felipe Saldivia/Canardo
Abra Cadabra,Abra Cadabra
Dennis Joe Jr,Dennis Joe Jr
Oleg Abramov,Oleg Abramov
BENDZANE,BENDZANE
Maguro/Hanul Lee,Maguro/Hanul Lee
CA BARLOW MARK CHRISTIAN/CA CONANT LINDY CAROL/CA PANTANA JOHN M/PA YWAM KONA MUSIC & MARK BARLOW,BARLOW/MARK/CHRISTIAN/CONANT/LINDY/CAROL/PANTANA/JOHN/M/PA/YWAM/KONA/MUSIC/&/MARK/BARLOW
steph monroe,steph monroe
Kel Carpenter,Kel Carpenter
Julio Cesar Canelo,Julio Cesar Canelo
Michael Lambart/Northbeatz Digital,Michael Lambart
Ravindra Singh,Ravindra Singh
سلطان بن مريع,
Juan Navarro,Juan Navarro
Şevki Bey/Enderuni Vasıf,
織田哲郎/上杉昇,
Texako,Texako
Justin Klump/Casi Joy Lankford/Lauryn Tauber,Justin Klump/Casi Joy Lankford/Lauryn Tauber
Rebeca Luna Carrera/Grace Marie Guerrero,Rebeca Luna Carrera/Grace Marie Guerrero
Volker Pannes/Jörg Burger/Jens-Uwe Beyer/Jan Philipp Janzen/Michaela Dippel/Axel Willner/John Harten/Daniel Ansorge,Volker Pannes/Jörg Burger/Jens-Uwe Beyer/Jan Philipp Janzen/Michaela Dippel/Axel Willner/John Harten/Daniel Ansorge
Joe Sanchez,Joe Sanchez
Goroshanskyj Maksym,Goroshanskyj Maksym
Koen Weverbergh/Anne-Sophie Ooghe/Dieter Beerten,Koen Weverbergh/Anne-Sophie Ooghe/Dieter Beerten
Madame Macabre,Madame Macabre
Footage Of A Yeti,Footage Of A Yeti
Kirk Gibson Teachout/Kirk Kienzle Smith,Kirk Gibson Teachout/Kirk Kienzle Smith
Orthodox,
"PR SAD,R6,​dopesmoke",PR SAD/R6/​dopesmoke
Gary Miller/Earl Hudson/Paul D. Hudson/Darryl Jenifer,
ABKCO Music Inc,ABKCO Music Inc
Jaime Robbie Robertson/Hans Ulrich Weigel,Jaime Robbie Robertson/Hans Ulrich Weigel
Afo Verde,Afo Verde
Dave Douglas/Dave Douglas Music (BMI),Dave Douglas/Dave Douglas Music
Dimitris Prapas/Giannis Paraskevas,
Ator Untela,Ator Untela
Marc Paelinck/Sony/Atv Music Publishing Bv,Marc Paelinck
Domaine Public,Domaine Public
Joaquín Ríos,Joaquín Ríos
CROMA SRLS/Ambrosio Zaldua Gomez,CROMA SRLS/Ambrosio Zaldua Gomez
"Boi-1da,Drake",Boi-1da/Drake
Christopher Pope/Wolfgang Amadeus Mozart,Christopher Pope/Wolfgang Amadeus Mozart
Danu,Danu
Robert Wayne Johnson (ASCAP),Robert Wayne Johnson
nelson Gonzales Keed Baby,nelson/Gonzales/Keed/Baby
Charlie Parker,Charlie Parker
Magnús Eiríksson,Magnús Eiríksson
Shiro SAGISU,Shiro SAGISU
Michael Ferentino,Michael Ferentino
Carl Sigman/Robert Maxwell,Carl Sigman/Robert Maxwell
Juice WRLD,Juice WRLD
Caleb Gordon,Caleb Gordon
Engin Arslan/Mayki Murat Başaran/Sunay Özgür,Engin Arslan/Mayki Murat Başaran/Sunay Özgür
Ryan Humphreys,Ryan Humphreys
Baruch Ben Young,Baruch Ben Young
Ken Verheecke,Ken Verheecke
Ahmad Jamal,
Logic,Logic
Magic Arts Publishing Ltd/Acle Kahney/Dan Tompkins/Aidan O'Brien,Acle Kahney/Dan Tompkins/Aidan O'Brien
Simon Roland,
Brian Fair/Pete Gelles/Matt LeBreton/Derek Kerswill,Brian Fair/Pete Gelles/Matt LeBreton/Derek Kerswill
Copyright Control/Hank Williams/Hank Hiriam Williams/Acuff-Rose Music Ltd./SONY/ATV ACUFF ROSE MUSIC,Hank Williams/Hank Hiriam Williams
Alex Jean,Alex Jean
"<Unknown>/Rogers, LaBrayton Demone'",Rogers/LaBrayton Demone
Dj Luna-C/Christopher Howell/Incentive Publishing/Kniteforce Records,Dj Luna-C/Christopher Howell
Joseph Mayanja,Joseph Mayanja
José Bello,José Bello
Andreu Ballesteros/Karlos Maro,Andreu Ballesteros/Karlos Maro
Georg Philipp Telemann,Georg Philipp Telemann
Jared Gutstadt/Jesse Siebenberg/Universal Music Publishing,Jared Gutstadt/Jesse Siebenberg
Milo,Milo
Oleg Vladi,Oleg Vladi
Renzo Luca/Facundo Almerana Ordóñez,Renzo Luca/Facundo Almerana Ordóñez
Shashi-Shivam,
Massengale/hegenwalt & Jacabi,
Yader Jose Centeno Fajardo,Yader Jose Centeno Fajardo
ME,ME
Pop Wansel/Matt Campfield/Daniel Klein/Wesley Singerman,Pop Wansel/Matt Campfield/Daniel Klein/Wesley Singerman
Марковский Иван Владимирович,
Antonis Repanis/Katerina Panagou,Antonis Repanis/Katerina Panagou
BIG POPPA/JORDAN COOCH,
"<Unknown>/Belville, Jose",Belville/Jose
高瀬一矢,
"<Unknown>/Buchanan, Zambo",Buchanan/Zambo
Will Sergeant/Les Pattinson/Ian Mcculloch,Will Sergeant/Les Pattinson/Ian Mcculloch
Yoav Goren/Jeffrey Fayman/Eric Alexander Tannery,Yoav Goren/Jeffrey Fayman/Eric Alexander Tannery
LUCKI,LUCKI
Matías Rivera/Felipe Valdés Leal,Matías Rivera/Felipe Valdés Leal
"Phalina Sim, Davith Hoy & Sokhon Touch",Phalina Sim/Davith Hoy/Sokhon Touch
Wayne Timothy Baker,Wayne Timothy Baker
ElChinito & CAIZ ㅤ,ElChinito/CAIZ
"Boondox, Jamie Madrox",Boondox/Jamie Madrox
Keke Fleiss & Niadelle & Nefertiti aka Neffy & Producer 9-0,Keke Fleiss/Niadelle/Nefertiti/Neffy/Producer 9-0
Lubert Pulval,Lubert Pulval
김민수/레미/지우영,
James Wirth & Tyler Campbell,James Wirth/Tyler Campbell
Plies,Plies
"Rowdy Rebel,Fetty Luciano,Fivio Foreign,Rah Swish",Rowdy Rebel/Fetty Luciano/Fivio Foreign/Rah Swish
Chorale Music,Chorale Music
Open Boundaries,Open Boundaries
ZUN/〜蒼〜,
Jonny Phoenix/Genelle Seldon/Kruthika Rajagopalan,Jonny Phoenix/Genelle Seldon/Kruthika Rajagopalan
Deke Richards/Beatrice Verdi,Deke Richards/Beatrice Verdi
"Nora Istrefi,Mimoza Shkodra,Skivi",Nora Istrefi/Mimoza Shkodra/Skivi
Moby,Moby
SIMEONE  JOSEPH M,SIMEONE/JOSEPH/M
Ralph Benatzky,Ralph Benatzky
Matthias Engst/Alexander Köhler/Yuri Cernovolov/Ramin Sadat-Tehrani,Matthias Engst/Alexander Köhler/Yuri Cernovolov/Ramin Sadat-Tehrani
Traditional/Philip A. Parker,Philip A. Parker
"<Unknown>/Velasquez, Dester",Velasquez/Dester
"Sdot Go,Naz GPG",Sdot Go/Naz GPG
Boy George/Jon Moss/Roy Hay/Mikey Craig,Boy George/Jon Moss/Roy Hay/Mikey Craig
Šaban Šaulić,Šaban Šaulić
Terry Lewis/Jimmy Jam,Terry Lewis/Jimmy Jam
Thomas Raggi/Damiano David/Ethan Torchio/Victoria De Angelis,Thomas Raggi/Damiano David/Ethan Torchio/Victoria De Angelis
Cage the Elephant,Cage the Elephant
will.i.am/Joshua Lopez/Anthony Preston/Britney Spears,will.i.am/Joshua Lopez/Anthony Preston/Britney Spears
R. Peña/S. Figueroa/J. Jaxon,
Steve Lacy/Copyright Control/Giovanni Bonandrini,Steve Lacy/Giovanni Bonandrini
Simon Oakley,Simon Oakley
Laura Karpman/Nora Kroll-Rosenbaum,Laura Karpman/Nora Kroll-Rosenbaum
Dizzy Gillespie,Dizzy Gillespie
"Steve Lacy,Syd,Matt Martians",Steve Lacy/Syd/Matt Martians
Saul Tepper/Chummy MacGregor,
川上洋平,
Tradicional,Tradicional
Jacquelyn Darlene Venson,Jacquelyn Darlene Venson
Kazumasa Oda/Kazuhiko Matsuo/Yasuhiro Suzuki,Kazumasa Oda/Kazuhiko Matsuo/Yasuhiro Suzuki
Ollounder/김홍중/Oliv/송민기/EDEN/LEEZ/Peperoni,
Jeffrey Steele/Joel King/Ricky Young/Taylor Burns,Jeffrey Steele/Joel King/Ricky Young/Taylor Burns
Aleisha Smith,Aleisha Smith
Ernie Kovacs,Ernie Kovacs
Late Logan Alexis,Late Logan Alexis
UNKNOWN WRITER,UNKNOWN WRITER
"Derrick Southerland,Dylan Conrique,Marc Scibilia",Derrick Southerland/Dylan Conrique/Marc Scibilia
Janice Magliacane/David Frizzell,Janice Magliacane/David Frizzell
Justin Streck & Andrew Dale,Justin Streck/Andrew Dale
Blade Icewood,Blade Icewood
Mats Rådberg,Mats Rådberg
Joe Strong-Truscelli/Isaac Faulk/James Hansen/Shane McCarthy,Joe Strong-Truscelli/Isaac Faulk/James Hansen/Shane McCarthy
Darby O’Trill & Devereaux,Darby O’Trill/Devereaux
Eptos Uno,Eptos Uno
Jevon Blake,Jevon Blake
C.J. Goodearl & Dave Green,C.J. Goodearl/Dave Green
sukekiyo/京,sukekiyo
Ben Roy,Ben Roy
"Johnny Juliano,Wiz Khalifa",Johnny Juliano/Wiz Khalifa
ZSunder,ZSunder
Haven Johnson,Haven Johnson
Aydın Sarman & Burcu Güven,Aydın Sarman/Burcu Güven
Jerae Tyri Prather,Jerae Tyri Prather
Jesús Cabral,Jesús Cabral
Maleev Dmitry/Copyright Control,Maleev Dmitry
김창기,
KenNYMusix/SKOLOR/Shurkn Pap,KenNYMusix/SKOLOR/Shurkn Pap
Tim/Kalu/João Cabeleira/Zé Pedro,Tim/Kalu/João Cabeleira/Zé Pedro
Michael Kern,
"Madison Ryann Ward, Weston Ward & Chris ""Dirty Rice"" Mackey","Madison Ryann Ward/Weston Ward/Chris ""Dirty Rice"" Mackey"
Brad Arnold/Matt Roberts/Howard Benson/Chris Henderson/Marti Frederiksen,Brad Arnold/Matt Roberts/Howard Benson/Chris Henderson/Marti Frederiksen
JAHSEHONFROY/RONALD ONEIL JRSPENCE/STOKELEYGOULBOURNE,
Dimitris & Nickolas Vavalos,Dimitris/Nickolas Vavalos
Jessica Daniel Abbott,Jessica Daniel Abbott
"Marceillac Eduardo Alberto, Rogier Cecilia Maria & Alberto Zeppieri",Marceillac Eduardo Alberto/Rogier Cecilia Maria/Alberto Zeppieri
KidsNextDoor,KidsNextDoor
Slip Stream,Slip Stream
野田洋次郎,
Marc Moulin,Marc Moulin
Cooper Jones,Cooper Jones
PETERS  JERRY,PETERS/JERRY
Sempels Thomas/Xavez/Bertels Xavier/Sem Thomassen,Sempels Thomas/Xavez/Bertels Xavier/Sem Thomassen
BMG MUSIC/TELEARTE FLORIDA,
Hot Chip,
Alias,Alias
Robert Schumann,Robert Schumann
Hatari West/Sugar Beats,Hatari West/Sugar Beats
"Tansen Khan, Moniruzzaman Monir & Liyakot Ali Bishwash",Tansen Khan/Moniruzzaman Monir/Liyakot Ali Bishwash
J Ariel/Sergi Adrià López Córdoba,J Ariel/Sergi Adrià López Córdoba
"Don Trevino, Giselle Webb & Ariel Cooper",Don Trevino/Giselle Webb/Ariel Cooper
Arturo Villa Araujo,Arturo Villa Araujo
Jason Gill/Alma Miettinen/Johan Fransson/Sarah Hjellström/Fredrik Okazaki Bergström,Jason Gill/Alma Miettinen/Johan Fransson/Sarah Hjellström/Fredrik Okazaki Bergström
Dieter Bohlen,Dieter Bohlen
AYSAN BEHCET/GOKTURK MEHMET NADIR,AYSAN/BEHCET/GOKTURK/MEHMET/NADIR
Yuenyong Opakul,Yuenyong Opakul
Metric,Metric
Noah Baker,Noah Baker
Rebecca Campbell,
Krakeb Entertainment,Krakeb Entertainment
Tuomas Saukkonen,Tuomas Saukkonen
Luis Mario Alvarez/Hector Adrian Serantoni,Luis Mario Alvarez/Hector Adrian Serantoni
Faruz Feet,Faruz Feet
Lil Polo Da Don,Lil Polo Da Don
Arturo Balderas Lugo/Nano Machado Y Los Keridos,Arturo Balderas Lugo/Nano Machado Y Los Keridos
Gwen Stefani/Pharrell Williams,Gwen Stefani/Pharrell Williams
KxBxMETAL/Mish‐Mosh/KITSUNE of METAL GOD,KxBxMETAL/Mish‐Mosh/KITSUNE of METAL GOD
Timo Schyns,Timo Schyns
isra yna,isra yna
Roc Chen,Roc Chen
[HYO WON KANG/NAM JUN KIM/JU HYEON CHO/MIN SU KIM/CHRISTOPHER JAMES BRENNER/BLVSH/JI MIN PARK],HYO WON KANG/NAM JUN KIM/JU HYEON CHO/MIN SU KIM/CHRISTOPHER JAMES BRENNER/BLVSH/JI MIN PARK
Matt Hyde/Kerry King/Jeff Hanneman,Matt Hyde/Kerry King/Jeff Hanneman
Jim Paredes,Jim Paredes
カンザキイオリ,
Justyn Rojas & Yori,Justyn Rojas/Yori
Don Wanphit,Don Wanphit
Hein Cooper/Garrett Kato/Rodney Coote,Hein Cooper/Garrett Kato/Rodney Coote
"Tee Grizzley,Skilla Baby,JT,Yung Miami",Tee Grizzley/Skilla Baby/JT/Yung Miami
Christopher Dell/Jonas Westergaard/Christian Lillinger,
Charlie Mosquea,Charlie Mosquea
CO3,CO3
MARINO (DE) PETER/MARINO PETER FRANCESCO/PREUSSLER OTFRIED,
HeyKids,HeyKids
Dwayne Malik Cohen,Dwayne Malik Cohen
Denis Kolesnikov & Vladislav Laptev,Denis Kolesnikov/Vladislav Laptev
Gorni Kramer/Tata Giacobetti,Gorni Kramer/Tata Giacobetti
Chad Allen Pratt & Alexander Philip Hughes,
AMNEZIA BEATS,AMNEZIA BEATS
"<Unknown>/Singh, Harmeet",Singh/Harmeet
Dafydd Ieuan/Gruff Rhys/Huw Bunford/Cian Ciaran/Guto Pryce,Dafydd Ieuan/Gruff Rhys/Huw Bunford/Cian Ciaran/Guto Pryce
Earl Leonard Johnson III,Earl Leonard Johnson III
Kirill Korotchkine,Kirill Korotchkine
Kat Day/Nicholas Wood/Copyright Control,Kat Day/Nicholas Wood
Marko Pelaic,Marko Pelaic
Joshua Powell,Joshua Powell
Ollounder/송민기/김홍중/ATEEZ/LEEZ/Maddox/BUDDY/EDEN,
A KING JESSE/AR HILL ROBERT/AR KING JESSE/AR PAERSSINEN TATU JOHANNES/C HILL ROBERT/PA ROBBIE HILL & THE BLUE 62S,KING/JESSE/AR/HILL/ROBERT/AR/KING/JESSE/AR/PAERSSINEN/TATU/JOHANNES/C/HILL/ROBERT/P/ROBBIE/HILL/&/THE/BLUE/62S
Alex Medina,Alex Medina
Wolfgang Amadeus Mozart/Joseph Franz Von Ratschky,Wolfgang Amadeus Mozart/Joseph Franz Von Ratschky
GUY ANTONY CHAMBERS/ROBERT JAMES SCAVONE/ROBERT PETER WILLIAMS/UNAFFILIATED WRITER #2,GUY ANTONY CHAMBERS/ROBERT JAMES SCAVONE/ROBERT PETER WILLIAMS
แสงแรก/ชาญวุฒิ บุญแย้ม,
Ezu/The PropheC/PropheC Productions,Ezu/The PropheC/PropheC Productions
"Peter Sterling Radcliffe,Tony Sepe,Barry White",Peter Sterling Radcliffe/Tony Sepe/Barry White
Sapho,Sapho
Eslam Shendy,Eslam Shendy
"Wolff,Sven",
Uli Salm/Ulf Krüger/Melvin Endsley/Ralph Maria Siegel,Uli Salm/Ulf Krüger/Melvin Endsley/Ralph Maria Siegel
Andrey Shkuropatov,
"<Unknown>/Segarra, Albert",Segarra/Albert
Plash/asthma,Plash/asthma
Paul Lani/Nick Menza/Dave Ellefson/Dave Mustaine,Paul Lani/Nick Menza/Dave Ellefson/Dave Mustaine
Johnny White/Polly Salmon/Alexander Cook,Johnny White/Polly Salmon/Alexander Cook
Xu Chang De/Chen Zhi Yuan,Xu Chang De/Chen Zhi Yuan
Dominic Behan,Dominic Behan
Krystina Marchand,
Antoine Forqueray,Antoine Forqueray
Nermin Gönenc/St. Ziehten,Nermin Gönenc/St. Ziehten
Luis Carlos Toro,Luis Carlos Toro
Andir Salamanca,Andir Salamanca
Juice WRLD,Juice WRLD
David Tesar,David Tesar
Roland Meyer De Voltaire/Nathalie Raedler/Tobias Bogdon/Gregor Sahm,Roland Meyer De Voltaire/Nathalie Raedler/Tobias Bogdon/Gregor Sahm
Melvin Adams/Tom Findlay/Wallace Wilson/Brian Scott/Andrew Derek Cocup/Ronald Wilson/Francis Rossi/William Rahsaan Hughes/Bob Young,
Kirby Littletent,Kirby Littletent
DJ Rozwell,DJ Rozwell
A. Martínez/E. Escalante/M. Mares,A. Martínez/E. Escalante/M. Mares
Sông Trà,Sông Trà
工藤太郎/中村圭三/コナミ矩形波倶楽部/安達昌宣/小林裕/SHIN CHAN,
Greyson Wilmot Haug,Greyson Wilmot Haug
Jorge José Sabogal Dellepiane,Jorge José Sabogal Dellepiane
PUBLISHER UNKNOWN/WRITER UNKNOWN,PUBLISHER UNKNOWN
"Alisa Ramirez, McKenna Petty, Katie Henderson, Cristal Ramirez & Keith Varon",Alisa Ramirez/McKenna Petty/Katie Henderson/Cristal Ramirez/Keith Varon
Anas Otman,Anas Otman
"<Unknown>/Brown, DeVonte",Brown/DeVonte
David Nascimento/André Luiz/Mauricio Barbosa,David Nascimento/André Luiz/Mauricio Barbosa
Nicholas Antwi/Midian Mathers/Aqeel Michael Duff/DuWayne John Phinisey/Davic Quincy-Stewart/Taahira Duff,
Tom Williams,Tom Williams
Benjamin Britten,Benjamin Britten
George Frideric Handel,George Frideric Handel
Runa Laila & Andrew Kishor,Runa Laila/Andrew Kishor
Jean Nohain/Mireille,
François Couperin,François Couperin
Andrew Broder/Yoni Wolf,Andrew Broder/Yoni Wolf
J. Molly/Augusto Hernández/Luis Tárraga,
Noel Gallagher,
Andreas Kisser/Igor Cavalera/Max Cavalera/Paulo Xisto Jr. Pinto,Andreas Kisser/Igor Cavalera/Max Cavalera/Paulo Xisto Jr. Pinto
Wendigo & Bruno Gardner/Легостев Н.,Wendigo/Bruno Gardner
Micky Lynn Barrett,Micky Lynn Barrett
"""El Compadre"" Valenzuela","""El Compadre"" Valenzuela"
Alemany/Alexander de Jesus Alcalá,Alemany/Alexander de Jesus Alcalá
"<Unknown>/Pryor, Marquis",Pryor/Marquis
David Michael Lyle & Nicholas Anthony Lyle,David Michael Lyle/Nicholas Anthony Lyle
Claudio Mikulski,Claudio Mikulski
"Fernando Mangual-Michael Sánchez, Fernando Mangual, Felix Ortiz Torres & Gabriel Pizzaro",Fernando/Mangual-Michael/Sánchez/Fernando/Mangual/Felix/Ortiz/Torres/&/Gabriel/Pizzaro
NOVIKOV ANATOLIJ GRIGOREVICH/OSHANIN LEV IVANOVICH,NOVIKOV/ANATOLIJ/GRIGOREVICH/OSHANIN/LEV/IVANOVICH
Caverna Studios/Fin Del Mundo Studios,
SoFaygo,SoFaygo
Carlos Cardenales/Howard Blanck,Carlos Cardenales/Howard Blanck
William Hawkins,William Hawkins
Maihoua Xiong,Maihoua Xiong
Leo Brouwer,Leo Brouwer
André Gauthier,André Gauthier
Popcaan,Popcaan
Lapiz Conciente,Lapiz Conciente
L’Indécis,L’Indécis
Ted Koehler/Irving Caesar/Ray Henderson,Ted Koehler/Irving Caesar/Ray Henderson
Mohammed Alghamdi,Mohammed Alghamdi
American Football/Stephen Michael Holmes/Steven Joseph Lamos/Michael Thomas Kinsella,American Football/Stephen Michael Holmes/Steven Joseph Lamos/Michael Thomas Kinsella
ATEEZ/Maddox/EDEN/LEEZ/김홍중/송민기/BUDDY/Ollounder,
Chuck E. Cheese,Chuck E. Cheese
Alexander Stefan Preda,Alexander Stefan Preda
John Barnett,John Barnett
"<Unknown>/Williams, Derek",Williams/Derek
Show Kidd & Simar Dorraha,Show Kidd/Simar Dorraha
Daniel Luke Brazinski II & James Kevin Nichols,Daniel Luke Brazinski II/James Kevin Nichols
Claudia Vanesa Medina & Pablo Anzorena,Claudia Vanesa Medina/Pablo Anzorena
January 8th/Sam Klempner/Uzoechi Emenike,January 8th/Sam Klempner/Uzoechi Emenike
Rogelio González,Rogelio González
DECO*27,DECO*27
Nguyễn Tuấn Kha & Hà Trung Nghĩa,Nguyễn Tuấn Kha/Hà Trung Nghĩa
Shamp Armstrongg,Shamp Armstrongg
"<Unknown>/rodriguez, German Alejandro",rodriguez/German/Alejandro
Thomas Bergersen/Nick Phoenix,Thomas Bergersen/Nick Phoenix
Luis Montanez,Luis Montanez
Christoph Bauss/Lewis One/Nick Valentino Audino/Matthew Joseph Ladgrove/Demi Savelio/August Rigo/Freedo,
Paul Romero/Rob King,
Michael J McEvoy/Jason Chue,Michael J McEvoy/Jason Chue
Samuel Opoku,Samuel Opoku
Doston Ergashev,Doston Ergashev
Calabrese/Louis Gasté/Colette Rivat/John Worsley,Calabrese/Louis Gasté/Colette Rivat/John Worsley
Ayesha Erotica,Ayesha Erotica
Tobias Forge/Group of Nameless Ghouls,Tobias Forge/Group of Nameless Ghouls
Julio Saucedo,Julio Saucedo
G. Savio/A. Casella/Luis Gómez/Rafael Trabucchelli,G. Savio/A. Casella/Luis Gómez/Rafael Trabucchelli
"<Unknown>/Brightly, Anthony",Brightly/Anthony
Natanael Bocachica & Eric Torres Rivera,Natanael Bocachica/Eric Torres Rivera
Francis Jacob M. Masigan Jr.,Francis Jacob M. Masigan Jr.
Alen Duš/Luka Racić/Milan Bjelica/Zoran Zarubica/Petar Stevanović,Alen Duš/Luka Racić/Milan Bjelica/Zoran Zarubica/Petar Stevanović
Ray Muzik,Ray Muzik
DOMINIO PUBLICO/GLAZUNOW (NON-PROTECTED SHARE) ALEXANDER,GLAZUNOW/ALEXANDER
"Balzary, Binzer, Frusciante, Kiedis, Mazur & Smith",Balzary/Binzer/Frusciante/Kiedis/Mazur/Smith
Philippe Gille/Edmond Gondinet/Léo Delibes,
"DThang,Leeky G Bando",DThang/Leeky G Bando
محمد عبد الوهاب,
CA FRANCIS ROBERT/CA MANOLATOS DIMITRIS/PA BOBBY NEON & HIT THE BASS,FRANCIS/ROBERT/MANOLATOS/DIMITRIS/PA/BOBBY/NEON/&/HIT/THE/BASS
R. Ferebee/DeAndre Way/T. Neverson/A. Izquierdo,R. Ferebee/DeAndre Way/T. Neverson/A. Izquierdo
Bob Dylan,Bob Dylan
Jon Lord/Ian Paice/Ian Gillan/Roger Glover/Ritchie Blackmore,Jon Lord/Ian Paice/Ian Gillan/Roger Glover/Ritchie Blackmore
Sean Phillip Penner & Collin Deatherage,Sean Phillip Penner/Collin Deatherage
B. Mure/Loulou Gaste,
Kiyotaka Sugiyama/K.T. SUNSHINE BAND,Kiyotaka Sugiyama/K.T. SUNSHINE BAND
Copyright Control/Jose Benito Miranda,Jose Benito Miranda
鈴木光人,
Jim Croce,Jim Croce
Curt Cazal/Tonk Music Inc BMI/PRODISC MUSIC COMPANY BMI,Curt Cazal
Godfrey Balanga,Godfrey Balanga
DAMIAN MCGINTY/DUNLOP GARETH JOHN OWEN,DAMIAN/MCGINTY/DUNLOP/GARETH/JOHN/OWEN
陳歌辛/范煙橋,
"Rowdy Rebel,Lil Durk",Rowdy Rebel/Lil Durk
Imran Nashad/Tips Industries Ltd.,Imran Nashad
Nóbraga E Souza/Jerônimo Bragança,Nóbraga E Souza/Jerônimo Bragança
AMUND BJORKLUND/ESPEN LIND/PAT MONAHAN,AMUND BJORKLUND/ESPEN LIND/PAT MONAHAN
Jairo Varela,Jairo Varela
Savan Kotecha/Kevin “She’kspere” Briggs/Ariana Grande/ILYA/Max Martin/Kandi,
Eduin Caz & Abraham Hernández,Eduin Caz/Abraham Hernández
David Lee Roth/Brett Tuggle,David Lee Roth/Brett Tuggle
Aleksandr Gradskiy,Aleksandr Gradskiy
Rhett Whatley & Robert Alex Medellin,Rhett Whatley/Robert Alex Medellin
Andrew Brick Johnson,Andrew Brick Johnson
Neil Diamond/Walter Afanasieff,Neil Diamond/Walter Afanasieff
Johnny Efteland/Austin Raths/Reno Nichols/Cristian Pastrana,Johnny Efteland/Austin Raths/Reno Nichols/Cristian Pastrana
RDB,RDB
Artemio Payno Solano,Artemio Payno Solano
Vincenzo Bellini (1801-1835)/Felice Romani,Vincenzo Bellini /Felice Romani
友善的狗沈光遠/友善的狗羅紘武,
Eddie Offord/Joe Willie James/Marshall E. Sehorn,Eddie Offord/Joe Willie James/Marshall E. Sehorn
"Nathan X Frith, Timothy Brown & Tashawn Jamonte Cooper",Nathan X Frith/Timothy Brown/Tashawn Jamonte Cooper
Alfredo Garrido/Juan Antonio Jimenez Muñoz Jero,Alfredo Garrido/Juan Antonio Jimenez Muñoz Jero
CA CORNELIUS JESSICA CLAIRE/PA TEETH & TONGUE,CORNELIUS/JESSI/CLAIRE/PA/TEETH/&/TONGUE
Ace Hood,Ace Hood
Galaanaa Gaaromsaa,Galaanaa Gaaromsaa
Абдуллин Тимур,
"CJ Arey, Anthony Conti, Kasey Karlsen & Kyle O'Braitis",CJ Arey/ Anthony Conti/ Kasey Karlsen/Kyle O'Braitis
Danny Elfman,Danny Elfman
The Merkins,The Merkins
簡寧/NonStop/Leo Chan/Masato Ishid,NonStop/Leo Chan/Masato Ishid
Richard G. Mitchell/Bucks Music Group Ltd,Richard G. Mitchell
E. Freeman,E. Freeman
"Kike Torres, Tlaloc Noriega & Lenin Ramírez",Kike Torres/Tlaloc Noriega/Lenin Ramírez
José Alfredo Jiménez,José Alfredo Jiménez
Carman/Brown Bannister,Carman/Brown Bannister
Mr King,Mr King
Go Shiina,Go Shiina
Richard Wagner,Richard Wagner
Chris Liggio/Damon Sharpe/Joseph Dellamedaglia,Chris Liggio/Damon Sharpe/Joseph Dellamedaglia
"Busta Rhymes,Rick Rock,Spliff Star,Sean Paul",Busta Rhymes/Rick Rock/Spliff Star/Sean Paul
Nestor Manuel Mora Lemus,Nestor Manuel Mora Lemus
鄭國江/五輪真弓,
Kinkel/Paul O'Neill/Pyotr Ilyich Tchaikovsky,Kinkel/Paul O'Neill/Pyotr Ilyich Tchaikovsky
Sanjeev Kapoor,
Peter Bergqvist/Hans Backström,Peter Bergqvist/Hans Backström
Frédéric Chopin,Frédéric Chopin
John Oates,John Oates
Solos Punkabutra/Prateeb Bidarien/Keith Chan,Solos Punkabutra/Prateeb Bidarien/Keith Chan
Zachary Abels/Jeremy Freedman/Jesse James Rutherford,Zachary Abels/Jeremy Freedman/Jesse James Rutherford
Zacarias Ferreira,Zacarias Ferreira
Tomáš Smrek & Traditional Song,Tomáš Smrek
William Schuman,William Schuman
